product_id	review_id	star_rating	distance_original	distance_opposite	distance_adjusted	similarity_score	product_similarity_score	product_title	review_body
B001PO5JE2	R2YKIYI1QVXS2W	5.0	0.13635671	0.29558486	0.13635671138763428	0.11372596116595124	0.33435930986657575	Disguise Men's Marvel Captain America Full Costume Mask	Under 10 bucks....full head mask....fits like a glove....what more?  Get a Cap tee shirt...get a shield.....and yer off!!!!!!!!
B001PO5JE2	R1GFWDEY6TI87T	5.0	0.13884974	0.31662154	0.13884973526000977	0.09752212115107473	0.33435930986657575	Disguise Men's Marvel Captain America Full Costume Mask	I am working on a Captain America costume, if that wasn't obvious...:)Anyways, I ended up buying a full suit because I wasn't sure that I'd be able to tackle putting one together completely from scratch.  It came with a mask, a utility belt, gauntlets, and boot covers...however, none of them were very nice.  The mask looked okay, but it was much too big.I ended up ordering this mask to go with the costume, and I am extremely impressed.  This one fits amazingly well, looks great, is easy to put on, and was a really good price.This mask fits me well, and I wear about a size 7 3/4 hat in a typical 5950 New Era baseball cap.  So, it's possible that it may be a bit large on you if you wear a significantly smaller hat size than that.Overall, I like this mask quite a bit.It fits me very well, and for reference I wear a size 7 3/4 hat in a New Era ball cap style.If you're looking for a Cap mask, give this one a shot!!!
B00LAVQODK	RC7JTJMCQHAO3	4.0	0.12767088	0.3069417	0.12767088413238525	0.17018099827989652	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	For my husband's costume. he had the Deadpool body suit custom made but the head piece was not fitted and very lose. This one works great; it is stretchy nylon snug.
B00LAVQODK	R1LH3QI504HGMU	5.0	0.12807411	0.28748238	0.12807410955429077	0.16756016488199466	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	finally a dp mask that you can wear! it is comfortable, you can see and you can be understood when speaking. it is a little thin so I would suggest buying a spare.
B00LAVQODK	R1O4U2LJYNET79	4.0	0.13814652	0.2979861	0.1381465196609497	0.10209279261130311	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	It's a good mask, maybe a little odd shaped on the sides. But worth the money
B00LAVQODK	R197FXNJARIDXD	5.0	0.14060056	0.2976483	0.1406005620956421	0.08614231919542548	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	This mask is great. It has an invisible zipper in the back and fits nicely
B00LAVQODK	R1RNTPMCL4HRNL	4.0	0.14221954	0.2942751	0.14221954345703125	0.07561946971223132	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	It's a little small but I also have chubby cheeks and a lot of hair.
B00LAVQODK	R788NAZVDN6MV	1.0	0.14528489	0.31402594	0.14528489112854004	0.055695712138352116	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	It took time to get here but I'm am very happy with it
B00LAVQODK	R10X3ZYMJR8AAI	5.0	0.14796686	0.3150586	0.14796686172485352	0.038263780198664166	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	I love this thing!! It fit wonderfuly! I high suggested this!
B00LAVQODK	R1WMF7YBD3H7TJ	4.0	0.15051651	0.2678612	0.15051651000976562	0.021691900017046017	0.2974861161689731	New Halloween mask Cosplay Costume Lycra Mask Red/Black (Adult Size)	Kinda small too much extra fabric at the bottom was hard to zip.
B00CC7FYDW	R17BGNBACBH965	5.0	0.12688327	0.31697977	0.12688326835632324	0.1753002432939208	0.2927039426787126	Disguise Marvel Iron Man 3 Iron Patriot Deluxe Mens Adult Costume	This is the best costume you can get!Comes with a helmet and a light on the front!Really impressed by the quality
B00CC7FYDW	R3SI2EP5N93CR7	5.0	0.13047397	0.31638622	0.13047397136688232	0.1519618477940835	0.2927039426787126	Disguise Marvel Iron Man 3 Iron Patriot Deluxe Mens Adult Costume	"Amazing costume for the price point. Full Helmet fits great. Quality cheap plastic, and foam formed chest piece, with nylon print suit are great. Recommend buying gloves to match.  XL fit me at a 34/34 6""1 perfectly, with room for bigger waist and chest. Chest piece fit fine out of box, but recommend wetting it at low heat hiring the shoulders to get them crisp/mettal/flat look. Easily one of the best costumes at the party! for oly 40 bucks! (gloves and suit)"
B00CC7FYDW	R3DPKTUROPHMTT	5.0	0.13485378	0.3289138	0.1348537802696228	0.12349452201267608	0.2927039426787126	Disguise Marvel Iron Man 3 Iron Patriot Deluxe Mens Adult Costume	Needed an Iron Man costume for a play, this was perfect. Not too expensive but looks legit, the mask/helmet is the best and the light on the chest was a bonus. The costume held up thru dress rehearsal and final performance.My iron man was 5ft 5 inches tall with a very muscular build and the XL fit perfect.
B00CC7FYDW	R3HFQJKXRVFDPQ	5.0	0.14086968	0.332137	0.14086967706680298	0.08439315987664842	0.2927039426787126	Disguise Marvel Iron Man 3 Iron Patriot Deluxe Mens Adult Costume	My son convinced me to get this since he was Ironman. Went out trick or treating and some of the kids wanted a picture with me. Looked great.
B0081P6L8G	R9N7GSTI1M302	5.0	0.12766248	0.30807155	0.12766247987747192	0.170235623188855	0.2805867649850459	Disguise Captain America Avengers Theatrical Adult Costume	This costume is great!  It fit perfectly based on the size chart.  The belt is not adjustable but can easily be pinned to fit or sewn to exact waist size.  The costume is nice quality for anyone that purchases it based on what we experienced.  The helmet is a little larger so we used a toboggan under the blue mask to help fill the helmet. The zipper runs down the front of the costume under flap which makes it easy for someone to put on and take off the costume without assistance.  These are only minor things to adjust so I would highly recommend it! On a side note, I did purchase the shield and boots separately from the costume so be sure to add those items to your order for a complete SUPERHERO look.
B0081P6L8G	R3CWPFE1EVENI	4.0	0.13214701	0.29911757	0.13214701414108276	0.14108761680432658	0.2805867649850459	Disguise Captain America Avengers Theatrical Adult Costume	It's almost perfect. The mask was actually pretty crappy and I do suggest buying a seperate one. Other than that the costume fit and looks great and if I had been thinner it would've been even better!
B0081P6L8G	R2BHV5OW4WR1FR	4.0	0.13723505	0.29050833	0.13723504543304443	0.10801707706373675	0.2805867649850459	Disguise Captain America Avengers Theatrical Adult Costume	I really wish someone could invent masks that fit right.  Also...this mask was HOT and the stitching started to rip on first day.
B0081P6L8G	R2B3J1EB3JKWZN	5.0	0.13881308	0.30076057	0.1388130784034729	0.09776037873270216	0.2805867649850459	Disguise Captain America Avengers Theatrical Adult Costume	"I ordered this costume to work on putting together a more detailed Captain America costume to wear for Halloween and to conventions.As other reviewers have stated, the quality of the ""extras"" in the package is basically just okay...the boot covers, mask, belt, and gauntlets are all fairly cheaply made and really don't work for the level of detail that I wanted to achieve when I was making my costume.  I figured that would be the case when I ordered it, though, and had planned all along on building or making the parts that I wanted to replace.The body suit itself, though, is really nice.  It's well put together, looks great, and seems to have pretty good quality materials.  It fit me well, although I am trying to lose some weight so that it fits me even better.  The zipper on it functions perfectly, and nothing is ripped or broken.  My mother is a fairly good seamstress, and I took it to her to have her check it out and she found nothing that needed to be reworked or changed right off the bat.Overall, I'm really happy with the purchase.  The other parts that I've been working on are coming out really well, too.  I feel that when I'm done the whole thing will look amazing!!!"
B0081P6L8G	RDEYIVPSAV34K	2.0	0.15266067	0.28963816	0.15266066789627075	0.007755574839999335	0.2805867649850459	Disguise Captain America Avengers Theatrical Adult Costume	I was excited for the costume to arrive seeing how great it looks in the pictures. It arrived and the quality of the costume did impress, compared to your typical halloween outfit.. until I tried it on. The actual suit is fine for the most part but the accessories, such as the rubber gauntlets and shin guards are a joke. I literally laughed out loud at how poor the quality the gloves were. The gloves were too tight for my hands, yet too long for my fingers. The belt almost never stayed on and I ended up stapling the velcro ends so it would stop falling off.I'm 6'3'' and I lift weights so I filled the costume out just fine. I actually filled it out a little TOO well, specifically around the neck which is so tight, it won't close. The thighs were a bit slimmer than expected. It's also tight in the crotch so keep that in mind if you're self-conscious about wearing pants that leave too little to the imagination. If you are physically fit, it will be apparent. If you are not physically fit, it will be apparent.The costume is great fun to put on, with all the pulling and twisting and zipping but keep an eye out on the zipper which easily snaps off. It's also quite comfortable and feels like thick pajamas. Please keep in mind that the belt is molded plastic and the the zippers on the thigh are non-functional so keep an eye on your keys and your smartphone since you'll have nowhere to carry them on the costume. The gloves don't play nice with capacitive smartphone screens so be ready to take a glove off constantly.Also: the eye holes in the much too large mask are very poorly cut. I ended up finishing the job myself with kitchen shears.Once I got over the disappointment of how poor the accessories were assembled, I geared up and headed out the door.Here's what happened: I got swarmed by kids, I had lots of photos taken of and with me, I had my rear squeezed like 13 times, and I have never had so many folks buy me a drink while bar hopping. The costume really pops and is a conversation starter for sure. It's fun for a night out and I had fun but the quality of the piece doesn't inspire confidence in how long this will last and it ended up falling apart in the span of a few hours simply walking around, dancing a bit and drinking.Based on my experience with the Captain America outfit, I would NOT buy a costume at this price from Disguise in the future due to the poor quality of accessories and bizarre size issues.while bar hopping. The costume really pops and is a conversation starter for sure. It's fun for a night out and I had fun but the quality of the piece doesn't inspire confidence in how long this will last and it ended up falling apart in the span of a few hours simply walking around, dancing a bit and drinking.Based on my experience with the Captain America outfit, I would NOT buy a costume at this price from Disguise in the future due to the poor quality of accessories and bizarre size issues.
B0081P6L8G	R360IU6A4HQ3WB	4.0	0.15336996	0.26821786	0.1533699631690979	0.003145387488183937	0.2805867649850459	Disguise Captain America Avengers Theatrical Adult Costume	Poor stitching in many places. It must be re-sewn at the seams to repair quite often. Impressive looking regardless. Wait for a deal before buying.
B007ULRIHA	R3IKZNEZPV4H0X	5.0	0.12525922	0.2813	0.12525922060012817	0.1858560226867707	0.2720242015465435	Disguise Women's Marvel Avengers Black Widow Costume	Fast shipping, good quality costume that is durable and well made.
B007ULRIHA	RS0Z4NAR90E83	5.0	0.13763422	0.30107737	0.13763421773910522	0.10542258759355971	0.2720242015465435	Disguise Women's Marvel Avengers Black Widow Costume	Great costume! Worth the extra money for authenticity and fit. Looks great on!
B007ULRIHA	R2BKAA158DINEE	5.0	0.13832432	0.265589	0.1383243203163147	0.10093714648773455	0.2720242015465435	Disguise Women's Marvel Avengers Black Widow Costume	Looks good!Very Comfortable.The accessories are great, except for the belt buckle- which is plain plastic and doesn't seem to last very long.And the hand cuffs are made of black rubber also not so great.
B007ULRIHA	R3OOZ409EKV7X7	5.0	0.14598137	0.2933584	0.14598137140274048	0.0511688180874309	0.2720242015465435	Disguise Women's Marvel Avengers Black Widow Costume	Fit me perfectly! I got the 8-10 size and it is perfect. The suit is amazing quality and I like the accessories ^^ ( sadly I bought it too fast and missed the discount =( ... ) Expensive but worth!
B007ULRIHA	R1DTVYSO6AE6L7	4.0	0.14935768	0.29377687	0.14935767650604248	0.02922393888208763	0.2720242015465435	Disguise Women's Marvel Avengers Black Widow Costume	The suit itself is pretty awesome.  The accessories are not so much.  But I have found some awesome upgrades on Amazon as well.  Overall worth the money.
B00505DTHQ	R2IARHB17WIGB3	5.0	0.12337613	0.31016678	0.12337613105773926	0.1980954889897879	0.21381971455579496	DC Comics Superman Costume T-Shirt With Cape	Awesome!!!  We had so much fun with these costumes!  And the mask was a lot heavier duty than what I expected. It fits like a t-shirt, true to size.
B00505DTHQ	R1T8HXUV1BYXFD	5.0	0.14901543	0.2976774	0.1490154266357422	0.03144845113201411	0.21381971455579496	DC Comics Superman Costume T-Shirt With Cape	T-shirts were delivered alot quicker than I expected, in less than a week. The quality of the shirts is  good and I like the detachable cape.
B007S01VP8	R3692I4K60VUZZ	5.0	0.14124906	0.31089896	0.14124906063079834	0.08192729075947991	0.14640008290589018	Disguise Marvel's Avengers Movie Hulk Avengers Classic Muscle Adult Costume	Nice quality for a Halloween costume!  My son was a hit!
B007S01VP8	R3RFYYBEAKJXKE	5.0	0.1412682	0.30636835	0.14126819372177124	0.08180293192419152	0.14640008290589018	Disguise Marvel's Avengers Movie Hulk Avengers Classic Muscle Adult Costume	I usually wear between a large and XL.  Based on previous reviews, I ordered an XL, but it was almost too small.  It fit fine, but I definitely would not have fit in a large.  Costume is pretty awesome, lots of good comments.  The mask was also in good shape, not flattened like I've seen other masked that were shipped.
B007S01VP8	R10BHT8VIRXTJ9	4.0	0.14328957	0.3213544	0.14328956604003906	0.06866467279292121	0.14640008290589018	Disguise Marvel's Avengers Movie Hulk Avengers Classic Muscle Adult Costume	Great costume for the price.  The costume was a hit while trick or treating with my kids. It's good to order green body paint since they will see your hands and your neck area. It's nice to green everything out and wear a pair of boots. The costume made it through Halloween and we are holding on to it just in case for another party
B007S01VP8	R2OREDMM4F3TBM	5.0	0.14795035	0.30521703	0.14795035123825073	0.03837109296307206	0.14640008290589018	Disguise Marvel's Avengers Movie Hulk Avengers Classic Muscle Adult Costume	Very light weight, looks great, has padding in chest to mimic Hulks muscles. Fit as expected!
B007S01VP8	R2764KJMWYX5T5	4.0	0.14989364	0.31048208	0.1498936414718628	0.02574034185120333	0.14640008290589018	Disguise Marvel's Avengers Movie Hulk Avengers Classic Muscle Adult Costume	For the price great buy you gotta get some makeup to cover uncovered parts neck hands wrist but still for the price  great buy
B000UU43NK	R2Z1EJWJ8TZ0EA	3.0	0.13862336	0.3003809	0.13862335681915283	0.09899350699663723	0.13870368505059577	DC Comics Deluxe Batgirl Adult Costume	Okay costume.  It did the job.  However, my main complaint was how HOT it was.  The material is not breathable.The mask was also a bit tight (and hot).  I ended up only wearing it for about an hour.
B000UU43NK	R1GBPEU77WIIJB	4.0	0.14621472	0.28120208	0.14621472358703613	0.049652105189753715	0.13870368505059577	DC Comics Deluxe Batgirl Adult Costume	So cute. Average quality on material. Runs large. If you need a medium, I would try small first.
B000UU43NK	R2H482MG1GEZ60	5.0	0.1468144	0.30603677	0.14681440591812134	0.04575436611860961	0.13870368505059577	DC Comics Deluxe Batgirl Adult Costume	Great costume for the price. I bought this for a kaleidodash 5k fun foam run and it weathered  very well. I thought I would have to discard it after the race but I was able to wash it for reuse. The black colour bled on to the yellow belt however  but it was still worth it.
B000UU43NK	R3T9DIQP7SVLXU	5.0	0.14961302	0.30285162	0.14961302280426025	0.027564271435434162	0.13870368505059577	DC Comics Deluxe Batgirl Adult Costume	I bought this costume for a 5K and it didn't disappoint. I used some Lululemon Boogie shorts underneath so I wouldn't flash my stuff. The material didn't rub off nor did it rip off; very durable.
B000V3WXL0	REESWAJF6GZ8U	3.0	0.141621	0.2937867	0.14162099361419678	0.07950984798004057	0.13634028606406223	DC Comics Deluxe Batgirl Adult Costume	Lots of good features but I won't use the boot covers and the dress is not as form fitting as I would like.
B000V3WXL0	RL5TJPB0HN5ZA	5.0	0.14228779	0.30256027	0.14228779077529907	0.07517588445863232	0.13634028606406223	DC Comics Deluxe Batgirl Adult Costume	"I was very impressed with the construction and quality of this costume. I got the Medium (I wear a size 8 in dresses). There was a lot of extra material but with the belt and the cape I was able to hide it. The length was perfect in the front but my ""hump"" made the back a lot shorter. Again, the cape came to the rescue and covered me up. I also wore pantyhose to feel more secure.  I have thick thighs and chubby knees so I had to SLIGHTLY (and carefully) snip the very top of the boot covers for them to fit perfectly...and it worked. Great product!"
B000V3WXL0	R1PVVU62PEM88B	4.0	0.14290726	0.30115992	0.1429072618484497	0.07114952503447958	0.13634028606406223	DC Comics Deluxe Batgirl Adult Costume	Fits a little larger. It would be great if it had sleeves.
B000V3WXL0	RP9PA4J53MFB5	4.0	0.1520629	0.30288208	0.15206289291381836	0.01164091676868484	0.13634028606406223	DC Comics Deluxe Batgirl Adult Costume	Lots of compliments! ! It actually was a little loose which I was surprised! Loved it!
B00IPDXVA0	R7SWO38NZ7K66	5.0	0.14086163	0.29793948	0.1408616304397583	0.08444546032139588	0.13466745876013075	Rubie's Costume Men's Arkham City Deluxe Batman Cowl Mask	Honestly I bought this and was concerned at first but when it came in it looked amazing no wrinkles or dents it fits perfect the mask is as it look in the picture
B00IPDXVA0	R39E1PFW3LY9YD	5.0	0.14340419	0.2973209	0.14340418577194214	0.0679196820132959	0.13466745876013075	Rubie's Costume Men's Arkham City Deluxe Batman Cowl Mask	Very comfortable I had to do some editing to the eyes but it's amazing
B00IPDXVA0	RJC0PLAH9D15C	4.0	0.14746404	0.29151177	0.14746403694152832	0.0415319768793293	0.13466745876013075	Rubie's Costume Men's Arkham City Deluxe Batman Cowl Mask	Quality was good, but a bit too small. It fits my nine year old better.
B00IPDXVA0	RUU3E0G4WBOBH	3.0	0.14871329	0.29618257	0.14871329069137573	0.03341223597960674	0.13466745876013075	Rubie's Costume Men's Arkham City Deluxe Batman Cowl Mask	"The quality of this product is excellent. Features are nicely detailed and the effect is very realistic even up close.  The big problem is that ONE SIZE DOES NOT FIT EVERY HEAD!.  The eye holes have to be lined up with your eyes or you can't see out of them.  If the ""head"" part is too large, (as it is in my case) the mask part will not stay in proper position. The only thing that might work is to stuff the large head cavity with foam or something similar before putting it over your head so that it sits higher.There are velcro strips in the back (to hold the hood closed, I assume?), but they are sewn on in such a way as to be virtually useless."
B00IPDXVA0	R38KWTNU3LLL4P	5.0	0.1502943	0.3116218	0.15029430389404297	0.02313616711348032	0.13466745876013075	Rubie's Costume Men's Arkham City Deluxe Batman Cowl Mask	This mask is based on the game arkham city and  is easily the best batman mask for the price at under 50 bucks you cannot go wrong. There is a fantastic video on YouTube that shows how to tailor fit this mask to any size head with just a pair of scizzors and gorilla glue. Seriously anyone looking for a batman cowl, this one is the one for you.Quick tip if you receive it and the ears or mask has unnatural bends in it, blow a Ballon up in the mask and leave it over night. For the ears get some cheap density foam at michaels or joanns  and cut it to fit the ears and through the inside of the mask fill the ears and they will be golden. Imperfections within the integrity of the mask can also be fixed with a can of plastidip. Keep the ballon in and simply and lightly do 3-5 coats of platidip on the cowl. The plastidip will naturally expand the latex as it dries and pull out any bumps lips etc. It will also give it a nice smooth look eith no bumps or lumps that latex masks can get. This mask easily can look better then a 300$ custom made one.
B00IPDXVA0	R1TXOVYVSY28HM	3.0	0.15259045	0.30155826	0.15259045362472534	0.008211944646758895	0.13466745876013075	Rubie's Costume Men's Arkham City Deluxe Batman Cowl Mask	"I ordered this batman mask for a costume I'm putting together for my son's birthday party. I'm a bigger guy 6'3/6'4 and 250+, so I have a rather large head so I sort of knew any ""off the shelf"" batman mask was going to be a crap shoot as far as fitment. Well the masked arrived in pretty poor shape. which was expected by looking at other reviews. It came loose in a plastic bag inside of a box and was sort of deformed. I stuffed the floppy ears with tissue and I had to enlarge the eye area in order for the mask to fit my head at all. Overall as long as you don't expect a movie quality prop, this mask doesn't disappoint for the price. With a little work it can make for a decent looking mask, just be warned that it runs on the small side."
B004ZGPEVA	R1BEAW0MMWW1CF	5.0	0.13467354	0.31520665	0.13467353582382202	0.12466605197501979	0.12466605197501979	Disguise Men's Captain America Movie Shield (Adult)	A very we'll made costume accessory shield! Good size! Looks great!!!! I'm totally satisfied with this purchase!
B00505DWN2	RQU3N4NDWY07V	4.0	0.14133382	0.30067033	0.14133381843566895	0.08137639274147312	0.10821213835210985	DC Comics Women's Robin T-Shirt With Cape And Eye Mask	This is ADORABLE! Based on other reviews, I ordered a size up and got a large. That proved to be a good decision, as the large fit perfectly, so beware the shirts run small! I think a medium would have been way too tight. I bought it for a silly party and for the price, you can't really beat it as a cheap, fun costume (I paired it with some cheap green tights and a black mini). The cape is removable, and the mask is really soft and light. The elastic band had adjustable velcro, so it was super comfy. I ended up wearing it all night, never having to take it off. Love this!
B00505DWN2	R2TPKUCAA7415P	3.0	0.14632642	0.30857456	0.14632642269134521	0.048926097534518265	0.10821213835210985	DC Comics Women's Robin T-Shirt With Cape And Eye Mask	I purchased this to wear at Comic-Con. It fit perfectly and I wore it with black tights and the mask. I was stopped multiple times to have my picture taken. Enough said.
B00505DWN2	R2J3RPU1L3GA8W	4.0	0.1523937	0.31278646	0.15239369869232178	0.00949078737351039	0.10821213835210985	DC Comics Women's Robin T-Shirt With Cape And Eye Mask	I'm very glad I listened to the reviews and bought a size larger than I usually wear.  I'm in a s/m but went with a large to be safe (I'm 5'6 145lbs). The large fits great!  I wrote it to my niece's super hero party and it was a big hit! The mask is also made of good materials.  It didn't bother me at all when I wore it.
B00LX8UR7Y	R3KGFCO9OCZZ8D	5.0	0.13869941	0.2965895	0.13869941234588623	0.09849917094109806	0.10730191690815266	Batman Kids Costume Hoodie with Mask	My son loves this. Although it ran somewhat large, he is now able to wear it longer than expected.  Great quality. Washes great and super soft!
B00LX8UR7Y	R2IQDPQT7R6D7Z	4.0	0.15114522	0.29830265	0.15114521980285645	0.017605491934109208	0.10730191690815266	Batman Kids Costume Hoodie with Mask	Awesome hoodie. My son loves it. One drawback is that is does not zipper all the way up the face. There is a small mesh mask attached to the hood.
B0076E7CJ0	R2JRICCS4TWZ0T	5.0	0.13925105	0.27306908	0.13925105333328247	0.09491368489563157	0.09491368489563157	Jacobson Hat Company Women's Adult Black Glitter Cat Mask	Super comfortable!  Soft, velvety interior lets you wear it for hours, unlike plastic masks.
B001CHK9WO	R29PPBNTFPTVBP	5.0	0.14036685	0.28702772	0.14036685228347778	0.08766135655731355	0.08766135655731355	Disguise Men's The Nightmare Before Christmas Jack Skellington Latex Mask	Fit well. Looks good on able to wear for an extended time.
B00ND2NTGY	R130O3K20ES66L	4.0	0.14510399	0.31892073	0.14510399103164673	0.056871503618415975	0.08563510173405034	Xcoser Deathstroke Mask Helmet Replica Adult	It's a little expensive for what you get but over all awesome mask.
B00ND2NTGY	R18IO08MAOYM90	5.0	0.14779675	0.3182373	0.14779675006866455	0.039369450341696255	0.08563510173405034	Xcoser Deathstroke Mask Helmet Replica Adult	Looks amazing and stays in place!  The mask, when worn, fits a little long even for my friends with huge skulls.  Make sure to put some foam on the inside, especially around the single eye hole and wherever the pressure of the weight will fall.
B00ND2NTGY	R1VF5MFYSB4D4Y	4.0	0.14826661	0.31776148	0.14826661348342896	0.03631549177914495	0.08563510173405034	Xcoser Deathstroke Mask Helmet Replica Adult	It's a cool mask and I love it, fits nicely and looks cool, it's just a bit expensive.
B00505DX22	R3JDH78FI3LYME	5.0	0.14136446	0.3047154	0.1413644552230835	0.08117726364073086	0.08117726364073086	DC Comics Women's Robin T-Shirt With Cape And Eye Mask	Really cute, I wore it for my son's superhero 3rd bday party and now once in awhile we put our costumes on just for fun. He is Batman of course. Holds up well with washing and everything.
B004WPHWUK	R4YTEJBWB9OTQ	5.0	0.14209318	0.29881656	0.14209318161010742	0.07644078040011781	0.07644078040011781	California Costumes Deluxe Hooded Robe Adult Costume	For a Halloween type costume, the quality was great. I was very happy with the product.
B00IW8UGJW	R1I1GWFRP6L0SQ	5.0	0.14403212	0.295236	0.14403212070465088	0.06383831026948283	0.07429142582634696	Marvel Captain America Winter Soldier Suit Adult T-shirt	Husband loves it. He is a huge Marvel fan so this was a nice addition to his other shirts. He liked that it was different from the shield shirt. It's comfortable and washes well. Happy with it!
B00IW8UGJW	R2HO540C8YL5O3	5.0	0.15063739	0.28772223	0.15063738822937012	0.020906231113728246	0.07429142582634696	Marvel Captain America Winter Soldier Suit Adult T-shirt	One of my husband's favorite shirts! We love that it isn't sold in stores where we are, so it feels original. Great color, very soft, washes well.
